model,split,split_title,condition_index,condition_group,condition_label,aigc_recall,auroc,average_precision,balanced_accuracy,brier,ece_15,false_positive_rate,fn,fp,macro_f1,mean_forensic_gate_fraction,mean_semantic_gate_fraction,n,real_specificity,threshold,tn,tp,tpr_at_fpr_1pct,tpr_at_fpr_5pct,transform,transform_name,transform_params
b2,hard_dfgan,Hard DFGAN,14,legacy_single_stage,Color jitter 1.2/1.2/1.2,0.028,0.736696,0.696273078676674,0.502,0.4051247537136078,0.42153320419788365,0.024,243,6,0.35768788274321445,,,500,0.976,0.99267578125,244,7,0.02,0.148,color_jitter__brightness=1.2_contrast=1.2_saturation=1.2,color_jitter,"{""brightness"":1.2,""contrast"":1.2,""saturation"":1.2}"
b2,hard_dfgan,Hard DFGAN,15,legacy_single_stage,Center crop ratio=0.8,0.0,0.569496,0.5586621616466245,0.5,0.382768452167511,0.3729140610694885,0.0,250,0,0.3333333333333333,,,500,1.0,0.99267578125,250,0,0.028,0.076,center_crop__ratio=0.8,center_crop,"{""ratio"":0.8}"
b2,hard_dfgan,Hard DFGAN,16,legacy_two_stage,2-stage resize 0.5 + JPEG Q70,0.048,0.7971679999999999,0.7574609178868097,0.52,0.4230683147907257,0.44432326495647423,0.008,238,2,0.3824110671936759,,,500,0.992,0.99267578125,248,12,0.048,0.152,resize__interpolation=bicubic_scale=0.5__jpeg__quality=70,combo_resize_jpeg,"{""transforms"":[{""name"":""resize"",""params"":{""interpolation"":""bicubic"",""scale"":0.5}},{""name"":""jpeg"",""params"":{""quality"":70}}]}"
b2,hard_dfgan,Hard DFGAN,17,legacy_two_stage,2-stage crop 0.8 + JPEG Q50,0.096,0.7270559999999999,0.690080589986723,0.536,0.4545179605484009,0.46595118725299833,0.024,226,6,0.42460317460317465,,,500,0.976,0.99267578125,244,24,0.02,0.136,center_crop__ratio=0.8__jpeg__quality=50,combo_crop_jpeg,"{""transforms"":[{""name"":""center_crop"",""params"":{""ratio"":0.8}},{""name"":""jpeg"",""params"":{""quality"":50}}]}"
b2,hard_dfgan,Hard DFGAN,18,new_four_stage_a,4-stage A platform repost,0.052,0.6450319999999999,0.5990120259889262,0.512,0.44584575295448303,0.4569033299684524,0.028,237,7,0.3810248604769153,,,500,0.972,0.99267578125,243,13,0.012,0.092,center_crop__ratio=0.85__resize__interpolation=bicubic_scale=0.5__gaussian_blur__sigma=1.0__jpeg__quality=50,combo_four_stage_platform_repost,"{""transforms"":[{""name"":""center_crop"",""params"":{""ratio"":0.85}},{""name"":""resize"",""params"":{""interpolation"":""bicubic"",""scale"":0.5}},{""name"":""gaussian_blur"",""params"":{""sigma"":1.0}},{""name"":""jpeg"",""params"":{""quality"":50}}]}"
b2,hard_dfgan,Hard DFGAN,19,new_four_stage_b,4-stage B edit repost,0.036,0.648976,0.5992339221744528,0.504,0.45216625928878784,0.4600888743400574,0.028,241,7,0.3648972567658929,,,500,0.972,0.99267578125,243,9,0.012,0.076,color_jitter__brightness=1.15_contrast=1.15_saturation=0.85__resize__interpolation=bilinear_scale=0.5__gaussian_noise__sigma=0.05__jpeg__quality=50,combo_four_stage_edit_repost,"{""transforms"":[{""name"":""color_jitter"",""params"":{""brightness"":1.15,""contrast"":1.15,""saturation"":0.85}},{""name"":""resize"",""params"":{""interpolation"":""bilinear"",""scale"":0.5}},{""name"":""gaussian_noise"",""params"":{""seed"":20260829,""sigma"":0.05}},{""name"":""jpeg"",""params"":{""quality"":50}}]}"
b2,hard_dfgan,Hard DFGAN,20,new_six_stage,6-stage random composition,0.08,0.541048,0.5521886649878357,0.522,0.46997255086898804,0.4723300846815109,0.036,230,9,0.40594256284829416,,,500,0.964,0.99267578125,241,20,0.036,0.108,strict_random_six__profile=full_training_range_v1,strict_random_six,"{""profile"":""full_training_range_v1"",""seed"":20260829}"
b2,hard_galip,Hard GALIP,0,clean,Clean,0.244,0.748808,0.6804588342813654,0.5680000000000001,0.45217835903167725,0.4673007935285568,0.108,189,27,0.5173313788233612,,,500,0.892,0.99267578125,223,61,0.016,0.088,clean,clean,{}
b2,hard_galip,Hard GALIP,1,legacy_single_stage,JPEG Q90,0.252,0.74584,0.6748677802972024,0.5720000000000001,0.45351892709732056,0.46835450637340537,0.108,187,27,0.5231729055258467,,,500,0.892,0.99267578125,223,63,0.012,0.108,jpeg__quality=90,jpeg,"{""quality"":90}"
b2,hard_galip,Hard GALIP,2,legacy_single_stage,JPEG Q70,0.34,0.733832,0.6684315493353152,0.596,0.46164625883102417,0.47375295150279995,0.148,165,37,0.567666598178207,,,500,0.852,0.99267578125,213,85,0.044,0.096,jpeg__quality=70,jpeg,"{""quality"":70}"
b2,hard_galip,Hard GALIP,3,legacy_single_stage,JPEG Q50,0.216,0.776272,0.7288866689007198,0.578,0.4569474458694458,0.4699931454658509,0.06,196,15,0.51435976044817,,,500,0.94,0.99267578125,235,54,0.064,0.136,jpeg__quality=50,jpeg,"{""quality"":50}"
b2,hard_galip,Hard GALIP,4,legacy_single_stage,JPEG Q30,0.296,0.7554239999999999,0.704003315747836,0.584,0.46162348985671997,0.47378127574920653,0.128,176,32,0.5463744853095122,,,500,0.872,0.99267578125,218,74,0.048,0.12,jpeg__quality=30,jpeg,"{""quality"":30}"
b2,hard_galip,Hard GALIP,5,legacy_single_stage,Gaussian blur sigma=0.5,0.212,0.827256,0.7745251485338652,0.582,0.43979552388191223,0.4600429708957672,0.048,197,12,0.5156992237284208,,,500,0.952,0.99267578125,238,53,0.048,0.212,gaussian_blur__sigma=0.5,gaussian_blur,"{""sigma"":0.5}"
b2,hard_galip,Hard GALIP,6,legacy_single_stage,Gaussian blur sigma=1.0,0.012,0.704688,0.6550630544524008,0.506,0.399430513381958,0.418156255364418,0.0,247,0,0.3465297289288908,,,500,1.0,0.99267578125,250,3,0.02,0.092,gaussian_blur__sigma=1.0,gaussian_blur,"{""sigma"":1.0}"
b2,hard_galip,Hard GALIP,7,legacy_single_stage,Gaussian blur sigma=2.0,0.0,0.624544,0.6164028423136282,0.5,0.4053325057029724,0.40723484110832214,0.0,250,0,0.3333333333333333,,,500,1.0,0.99267578125,250,0,0.02,0.164,gaussian_blur__sigma=2.0,gaussian_blur,"{""sigma"":2.0}"
b2,hard_galip,Hard GALIP,8,legacy_single_stage,Resize 0.5 bicubic,0.0,0.6801919999999999,0.6432988391720342,0.5,0.395187646150589,0.4046894462108612,0.0,250,0,0.3333333333333333,,,500,1.0,0.99267578125,250,0,0.036,0.116,resize__interpolation=bicubic_scale=0.5,resize,"{""interpolation"":""bicubic"",""scale"":0.5}"
b2,hard_galip,Hard GALIP,9,legacy_single_stage,Resize 0.25 bilinear,0.0,0.701816,0.6749924511832448,0.5,0.3996908962726593,0.40928027784824367,0.0,250,0,0.3333333333333333,,,500,1.0,0.99267578125,250,0,0.024,0.144,resize__interpolation=bilinear_scale=0.25,resize,"{""interpolation"":""bilinear"",""scale"":0.25}"
b2,hard_galip,Hard GALIP,10,legacy_single_stage,Gaussian noise sigma=0.02,0.0,0.735016,0.720359610954267,0.5,0.33350059390068054,0.33452002453804014,0.0,250,0,0.3333333333333333,,,500,1.0,0.99267578125,250,0,0.072,0.2,gaussian_noise__sigma=0.02,gaussian_noise,"{""seed"":20260827,""sigma"":0.02}"
b2,hard_galip,Hard GALIP,11,legacy_single_stage,Gaussian noise sigma=0.05,0.0,0.7504959999999999,0.7437707832708513,0.5,0.3397558331489563,0.3427338925600052,0.0,250,0,0.3333333333333333,,,500,1.0,0.99267578125,250,0,0.1,0.244,gaussian_noise__sigma=0.05,gaussian_noise,"{""seed"":20260827,""sigma"":0.05}"
b2,hard_galip,Hard GALIP,12,legacy_single_stage,Gaussian noise sigma=0.10,0.0,0.7349039999999999,0.7124050150312822,0.5,0.36722683906555176,0.37337012302875516,0.0,250,0,0.3333333333333333,,,500,1.0,0.99267578125,250,0,0.064,0.168,gaussian_noise__sigma=0.1,gaussian_noise,"{""seed"":20260827,""sigma"":0.1}"
b2,hard_galip,Hard GALIP,13,legacy_single_stage,Color jitter 0.8/0.8/0.8,0.296,0.84612,0.7911761875266814,0.618,0.4461115002632141,0.4644501872062683,0.06,176,15,0.5738110220056319,,,500,0.94,0.99267578125,235,74,0.02,0.208,color_jitter__brightness=0.8_contrast=0.8_saturation=0.8,color_jitter,"{""brightness"":0.8,""contrast"":0.8,""saturation"":0.8}"
b2,hard_galip,Hard GALIP,14,legacy_single_stage,Color jitter 1.2/1.2/1.2,0.044,0.717216,0.6793320346858702,0.51,0.40506502985954285,0.4204814481735229,0.024,239,6,0.37407708304591974,,,500,0.976,0.99267578125,244,11,0.02,0.144,color_jitter__brightness=1.2_contrast=1.2_saturation=1.2,color_jitter,"{""brightness"":1.2,""contrast"":1.2,""saturation"":1.2}"
b2,hard_galip,Hard GALIP,15,legacy_single_stage,Center crop ratio=0.8,0.0,0.7621920000000001,0.7435148350406614,0.5,0.3773195445537567,0.39468262767791745,0.0,250,0,0.3333333333333333,,,500,1.0,0.99267578125,250,0,0.076,0.236,center_crop__ratio=0.8,center_crop,"{""ratio"":0.8}"
b2,hard_galip,Hard GALIP,16,legacy_two_stage,2-stage resize 0.5 + JPEG Q70,0.104,0.840672,0.8112534055906829,0.548,0.4228266477584839,0.4468906331062317,0.008,224,2,0.4370154845652564,,,500,0.992,0.99267578125,248,26,0.104,0.256,resize__interpolation=bicubic_scale=0.5__jpeg__quality=70,combo_resize_jpeg,"{""transforms"":[{""name"":""resize"",""params"":{""interpolation"":""bicubic"",""scale"":0.5}},{""name"":""jpeg"",""params"":{""quality"":70}}]}"
b2,hard_galip,Hard GALIP,17,legacy_two_stage,2-stage crop 0.8 + JPEG Q50,0.172,0.794536,0.7746323096357064,0.574,0.45437365770339966,0.46801758396625515,0.024,207,6,0.4918868887733243,,,500,0.976,0.99267578125,244,43,0.076,0.256,center_crop__ratio=0.8__jpeg__quality=50,combo_crop_jpeg,"{""transforms"":[{""name"":""center_crop"",""params"":{""ratio"":0.8}},{""name"":""jpeg"",""params"":{""quality"":50}}]}"
b2,hard_galip,Hard GALIP,18,new_four_stage_a,4-stage A platform repost,0.08,0.729224,0.6813884847835969,0.526,0.4456140398979187,0.4600830245018005,0.028,230,7,0.40830175112722267,,,500,0.972,0.99267578125,243,20,0.02,0.152,center_crop__ratio=0.85__resize__interpolation=bicubic_scale=0.5__gaussian_blur__sigma=1.0__jpeg__quality=50,combo_four_stage_platform_repost,"{""transforms"":[{""name"":""center_crop"",""params"":{""ratio"":0.85}},{""name"":""resize"",""params"":{""interpolation"":""bicubic"",""scale"":0.5}},{""name"":""gaussian_blur"",""params"":{""sigma"":1.0}},{""name"":""jpeg"",""params"":{""quality"":50}}]}"
b2,hard_galip,Hard GALIP,19,new_four_stage_b,4-stage B edit repost,0.048,0.7233120000000001,0.6670959864465031,0.51,0.45198187232017517,0.4626874794960022,0.028,238,7,0.37703100605678425,,,500,0.972,0.99267578125,243,12,0.008,0.112,color_jitter__brightness=1.15_contrast=1.15_saturation=0.85__resize__interpolation=bilinear_scale=0.5__gaussian_noise__sigma=0.05__jpeg__quality=50,combo_four_stage_edit_repost,"{""transforms"":[{""name"":""color_jitter"",""params"":{""brightness"":1.15,""contrast"":1.15,""saturation"":0.85}},{""name"":""resize"",""params"":{""interpolation"":""bilinear"",""scale"":0.5}},{""name"":""gaussian_noise"",""params"":{""seed"":20260829,""sigma"":0.05}},{""name"":""jpeg"",""params"":{""quality"":50}}]}"
b2,hard_galip,Hard GALIP,20,new_six_stage,6-stage random composition,0.092,0.6303839999999999,0.6149042772063994,0.528,0.46982961893081665,0.474489243030548,0.036,227,9,0.4172148797882218,,,500,0.964,0.99267578125,241,23,0.024,0.116,strict_random_six__profile=full_training_range_v1,strict_random_six,"{""profile"":""full_training_range_v1"",""seed"":20260829}"
b2,seen_family,Seen-family,0,clean,Clean,0.396,0.7209429999999999,0.6979916607447083,0.6145,0.4657796025276184,0.4756816492378712,0.167,604,167,0.5951726305194156,,,2000,0.833,0.99267578125,833,396,0.052,0.185,clean,clean,{}
b2,seen_family,Seen-family,1,legacy_single_stage,JPEG Q90,0.414,0.728979,0.7088171292095662,0.6244999999999999,0.466078519821167,0.47607033717632297,0.165,586,165,0.6070900624391964,,,2000,0.835,0.99267578125,835,414,0.062,0.158,jpeg__quality=90,jpeg,"{""quality"":90}"
b2,seen_family,Seen-family,2,legacy_single_stage,JPEG Q70,0.562,0.767543,0.7499900053168157,0.6795,0.4743334650993347,0.48216994237899785,0.203,438,203,0.675013150306418,,,2000,0.797,0.99267578125,797,562,0.084,0.223,jpeg__quality=70,jpeg,"{""quality"":70}"
b2,seen_family,Seen-family,3,legacy_single_stage,JPEG Q50,0.361,0.774728,0.7637346315646065,0.6345000000000001,0.47046539187431335,0.4786123115420341,0.092,639,92,0.6049493202939588,,,2000,0.908,0.99267578125,908,361,0.111,0.25,jpeg__quality=50,jpeg,"{""quality"":50}"
b2,seen_family,Seen-family,4,legacy_single_stage,JPEG Q30,0.409,0.771195,0.7664785771440487,0.6525,0.47185462713241577,0.47967556157708174,0.104,591,104,0.6305972816743564,,,2000,0.896,0.99267578125,896,409,0.143,0.246,jpeg__quality=30,jpeg,"{""quality"":30}"
b2,seen_family,Seen-family,5,legacy_single_stage,Gaussian blur sigma=0.5,0.301,0.7801929999999999,0.7570730412725593,0.61,0.4576881527900696,0.47052062457799915,0.081,699,81,0.5688316110551574,,,2000,0.919,0.99267578125,919,301,0.102,0.211,gaussian_blur__sigma=0.5,gaussian_blur,"{""sigma"":0.5}"
b2,seen_family,Seen-family,6,legacy_single_stage,Gaussian blur sigma=1.0,0.071,0.772366,0.759098749311027,0.5335,0.4277220070362091,0.4449882815480233,0.004,929,4,0.4065593321407275,,,2000,0.996,0.99267578125,996,71,0.089,0.262,gaussian_blur__sigma=1.0,gaussian_blur,"{""sigma"":1.0}"
b2,seen_family,Seen-family,7,legacy_single_stage,Gaussian blur sigma=2.0,0.003,0.7240595000000001,0.7190236198482616,0.5015,0.4105880856513977,0.42134205353260035,0.0,997,0,0.3366580272529093,,,2000,1.0,0.99267578125,1000,3,0.101,0.216,gaussian_blur__sigma=2.0,gaussian_blur,"{""sigma"":2.0}"
b2,seen_family,Seen-family,8,legacy_single_stage,Resize 0.5 bicubic,0.005,0.7549305,0.7705589230386931,0.5025,0.4109809994697571,0.42275145900249483,0.0,995,0,0.33886494073871043,,,2000,1.0,0.99267578125,1000,5,0.136,0.324,resize__interpolation=bicubic_scale=0.5,resize,"{""interpolation"":""bicubic"",""scale"":0.5}"
b2,seen_family,Seen-family,9,legacy_single_stage,Resize 0.25 bilinear,0.001,0.7466029999999999,0.7556775560666634,0.5005,0.40808427333831787,0.4196957976520061,0.0,999,0,0.3344434824928323,,,2000,1.0,0.99267578125,1000,1,0.156,0.268,resize__interpolation=bilinear_scale=0.25,resize,"{""interpolation"":""bilinear"",""scale"":0.25}"
b2,seen_family,Seen-family,10,legacy_single_stage,Gaussian noise sigma=0.02,0.0,0.6906634999999999,0.6708633790658387,0.5,0.3587936758995056,0.36053393496572966,0.0,1000,0,0.3333333333333333,,,2000,1.0,0.99267578125,1000,0,0.063,0.163,gaussian_noise__sigma=0.02,gaussian_noise,"{""seed"":20260827,""sigma"":0.02}"
b2,seen_family,Seen-family,11,legacy_single_stage,Gaussian noise sigma=0.05,0.0,0.7037964999999999,0.6806205736091822,0.5,0.36643511056900024,0.37119054919481276,0.0,1000,0,0.3333333333333333,,,2000,1.0,0.99267578125,1000,0,0.037,0.159,gaussian_noise__sigma=0.05,gaussian_noise,"{""seed"":20260827,""sigma"":0.05}"
b2,seen_family,Seen-family,12,legacy_single_stage,Gaussian noise sigma=0.10,0.0,0.6768095,0.6609622274046161,0.5,0.38843318819999695,0.3920343082845211,0.0,1000,0,0.3333333333333333,,,2000,1.0,0.99267578125,1000,0,0.042,0.148,gaussian_noise__sigma=0.1,gaussian_noise,"{""seed"":20260827,""sigma"":0.1}"
b2,seen_family,Seen-family,13,legacy_single_stage,Color jitter 0.8/0.8/0.8,0.356,0.7419955,0.7205811320791466,0.617,0.4616692364215851,0.47247546990215783,0.122,644,122,0.5890024348654708,,,2000,0.878,0.99267578125,878,356,0.079,0.18,color_jitter__brightness=0.8_contrast=0.8_saturation=0.8,color_jitter,"{""brightness"":0.8,""contrast"":0.8,""saturation"":0.8}"
b2,seen_family,Seen-family,14,legacy_single_stage,Color jitter 1.2/1.2/1.2,0.126,0.716006,0.7036706004057671,0.5515,0.4292312264442444,0.4423551259487867,0.023,874,23,0.45234735098215734,,,2000,0.977,0.99267578125,977,126,0.068,0.18,color_jitter__brightness=1.2_contrast=1.2_saturation=1.2,color_jitter,"{""brightness"":1.2,""contrast"":1.2,""saturation"":1.2}"
b2,seen_family,Seen-family,15,legacy_single_stage,Center crop ratio=0.8,0.001,0.706559,0.7086548189194205,0.5005,0.39749106764793396,0.4046622384786606,0.0,999,0,0.3344434824928323,,,2000,1.0,0.99267578125,1000,1,0.073,0.209,center_crop__ratio=0.8,center_crop,"{""ratio"":0.8}"
b2,seen_family,Seen-family,16,legacy_two_stage,2-stage resize 0.5 + JPEG Q70,0.159,0.7488395,0.7325408207585946,0.5685,0.44747886061668396,0.46095509803295137,0.022,841,22,0.4815632040835759,,,2000,0.978,0.99267578125,978,159,0.096,0.206,resize__interpolation=bicubic_scale=0.5__jpeg__quality=70,combo_resize_jpeg,"{""transforms"":[{""name"":""resize"",""params"":{""interpolation"":""bicubic"",""scale"":0.5}},{""name"":""jpeg"",""params"":{""quality"":70}}]}"
b2,seen_family,Seen-family,17,legacy_two_stage,2-stage crop 0.8 + JPEG Q50,0.275,0.7488125,0.7394417985945401,0.6094999999999999,0.4688185453414917,0.4765683746039867,0.056,725,56,0.5603020910422388,,,2000,0.944,0.99267578125,944,275,0.103,0.247,center_crop__ratio=0.8__jpeg__quality=50,combo_crop_jpeg,"{""transforms"":[{""name"":""center_crop"",""params"":{""ratio"":0.8}},{""name"":""jpeg"",""params"":{""quality"":50}}]}"
b2,seen_family,Seen-family,18,new_four_stage_a,4-stage A platform repost,0.156,0.718266,0.7180147757771738,0.5655,0.46237897872924805,0.47043750482797625,0.025,844,25,0.4779587767655011,,,2000,0.975,0.99267578125,975,156,0.083,0.211,center_crop__ratio=0.85__resize__interpolation=bicubic_scale=0.5__gaussian_blur__sigma=1.0__jpeg__quality=50,combo_four_stage_platform_repost,"{""transforms"":[{""name"":""center_crop"",""params"":{""ratio"":0.85}},{""name"":""resize"",""params"":{""interpolation"":""bicubic"",""scale"":0.5}},{""name"":""gaussian_blur"",""params"":{""sigma"":1.0}},{""name"":""jpeg"",""params"":{""quality"":50}}]}"
b2,seen_family,Seen-family,19,new_four_stage_b,4-stage B edit repost,0.113,0.7021760000000001,0.7002961490095042,0.55,0.46344634890556335,0.4704038009345532,0.013,887,13,0.44377903936931956,,,2000,0.987,0.99267578125,987,113,0.072,0.2,color_jitter__brightness=1.15_contrast=1.15_saturation=0.85__resize__interpolation=bilinear_scale=0.5__gaussian_noise__sigma=0.05__jpeg__quality=50,combo_four_stage_edit_repost,"{""transforms"":[{""name"":""color_jitter"",""params"":{""brightness"":1.15,""contrast"":1.15,""saturation"":0.85}},{""name"":""resize"",""params"":{""interpolation"":""bilinear"",""scale"":0.5}},{""name"":""gaussian_noise"",""params"":{""seed"":20260829,""sigma"":0.05}},{""name"":""jpeg"",""params"":{""quality"":50}}]}"
b2,seen_family,Seen-family,20,new_six_stage,6-stage random composition,0.185,0.6668864999999999,0.6598563867579416,0.567,0.47393497824668884,0.47784988155961033,0.051,815,51,0.49301935659121665,,,2000,0.949,0.99267578125,949,185,0.034,0.164,strict_random_six__profile=full_training_range_v1,strict_random_six,"{""profile"":""full_training_range_v1"",""seed"":20260829}"
b2,unseen_generator,Unseen-generator,0,clean,Clean,0.483,0.7227830000000001,0.7121665731729562,0.6519999999999999,0.46864572167396545,0.4769359107315541,0.179,517,179,0.6417685516023137,,,2000,0.821,0.99267578125,821,483,0.068,0.207,clean,clean,{}
b2,unseen_generator,Unseen-generator,1,legacy_single_stage,JPEG Q90,0.503,0.73484,0.7250437678285134,0.6585,0.4691394567489624,0.4779808138310909,0.186,497,186,0.650037827170438,,,2000,0.814,0.99267578125,814,503,0.082,0.222,jpeg__quality=90,jpeg,"{""quality"":90}"
b2,unseen_generator,Unseen-generator,2,legacy_single_stage,JPEG Q70,0.515,0.7153240000000001,0.7014579248712999,0.6405000000000001,0.47468939423561096,0.4812452416718006,0.234,485,234,0.6347471767201364,,,2000,0.766,0.99267578125,766,515,0.069,0.199,jpeg__quality=70,jpeg,"{""quality"":70}"
b2,unseen_generator,Unseen-generator,3,legacy_single_stage,JPEG Q50,0.399,0.7526645,0.7462668639341897,0.645,0.4703410565853119,0.47769923007488246,0.109,601,109,0.622133000668452,,,2000,0.891,0.99267578125,891,399,0.099,0.206,jpeg__quality=50,jpeg,"{""quality"":50}"
b2,unseen_generator,Unseen-generator,4,legacy_single_stage,JPEG Q30,0.395,0.719514,0.7173351371873762,0.636,0.47269460558891296,0.47887437254190446,0.123,605,123,0.6135548810460347,,,2000,0.877,0.99267578125,877,395,0.086,0.209,jpeg__quality=30,jpeg,"{""quality"":30}"
b2,unseen_generator,Unseen-generator,5,legacy_single_stage,Gaussian blur sigma=0.5,0.361,0.758545,0.7484876359149737,0.6345000000000001,0.45988065004348755,0.4708513087630272,0.092,639,92,0.6049493202939588,,,2000,0.908,0.99267578125,908,361,0.084,0.224,gaussian_blur__sigma=0.5,gaussian_blur,"{""sigma"":0.5}"
b2,unseen_generator,Unseen-generator,6,legacy_single_stage,Gaussian blur sigma=1.0,0.069,0.7488554999999999,0.7392948672136201,0.5325,0.4296467900276184,0.4455215925723315,0.004,931,4,0.40458583531990455,,,2000,0.996,0.99267578125,996,69,0.095,0.223,gaussian_blur__sigma=1.0,gaussian_blur,"{""sigma"":1.0}"
b2,unseen_generator,Unseen-generator,7,legacy_single_stage,Gaussian blur sigma=2.0,0.001,0.7665805,0.7514317105764794,0.5005,0.41238388419151306,0.42685474383831024,0.0,999,0,0.3344434824928323,,,2000,1.0,0.99267578125,1000,1,0.071,0.229,gaussian_blur__sigma=2.0,gaussian_blur,"{""sigma"":2.0}"
b2,unseen_generator,Unseen-generator,8,legacy_single_stage,Resize 0.5 bicubic,0.002,0.739684,0.7408576538748443,0.501,0.41403672099113464,0.42531005513668063,0.0,998,0,0.33555171178656695,,,2000,1.0,0.99267578125,1000,2,0.127,0.267,resize__interpolation=bicubic_scale=0.5,resize,"{""interpolation"":""bicubic"",""scale"":0.5}"
b2,unseen_generator,Unseen-generator,9,legacy_single_stage,Resize 0.25 bilinear,0.0,0.7495710000000001,0.7434389102063458,0.5,0.41084837913513184,0.42260179030895234,0.0,1000,0,0.3333333333333333,,,2000,1.0,0.99267578125,1000,0,0.094,0.237,resize__interpolation=bilinear_scale=0.25,resize,"{""interpolation"":""bilinear"",""scale"":0.25}"
b2,unseen_generator,Unseen-generator,10,legacy_single_stage,Gaussian noise sigma=0.02,0.001,0.744269,0.7309714587469072,0.5005,0.3580886125564575,0.370203962624073,0.0,999,0,0.3344434824928323,,,2000,1.0,0.99267578125,1000,1,0.088,0.219,gaussian_noise__sigma=0.02,gaussian_noise,"{""seed"":20260827,""sigma"":0.02}"
b2,unseen_generator,Unseen-generator,11,legacy_single_stage,Gaussian noise sigma=0.05,0.0,0.7594574999999999,0.747293371782489,0.5,0.36577746272087097,0.38006627288460737,0.0,1000,0,0.3333333333333333,,,2000,1.0,0.99267578125,1000,0,0.099,0.228,gaussian_noise__sigma=0.05,gaussian_noise,"{""seed"":20260827,""sigma"":0.05}"
b2,unseen_generator,Unseen-generator,12,legacy_single_stage,Gaussian noise sigma=0.10,0.0,0.7459580000000001,0.7427108600392951,0.5,0.38626721501350403,0.3983654845654964,0.0,1000,0,0.3333333333333333,,,2000,1.0,0.99267578125,1000,0,0.127,0.258,gaussian_noise__sigma=0.1,gaussian_noise,"{""seed"":20260827,""sigma"":0.1}"
b2,unseen_generator,Unseen-generator,13,legacy_single_stage,Color jitter 0.8/0.8/0.8,0.434,0.7384229999999999,0.7333229661090045,0.6525,0.4635744094848633,0.4726684782803059,0.129,566,129,0.6350777927509648,,,2000,0.871,0.99267578125,871,434,0.077,0.24,color_jitter__brightness=0.8_contrast=0.8_saturation=0.8,color_jitter,"{""brightness"":0.8,""contrast"":0.8,""saturation"":0.8}"
b2,unseen_generator,Unseen-generator,14,legacy_single_stage,Color jitter 1.2/1.2/1.2,0.177,0.740154,0.7313907360506241,0.5715,0.42894500494003296,0.44369505998492237,0.034,823,34,0.4925209009441658,,,2000,0.966,0.99267578125,966,177,0.069,0.242,color_jitter__brightness=1.2_contrast=1.2_saturation=1.2,color_jitter,"{""brightness"":1.2,""contrast"":1.2,""saturation"":1.2}"
b2,unseen_generator,Unseen-generator,15,legacy_single_stage,Center crop ratio=0.8,0.0,0.712019,0.7031615211366862,0.5,0.3981166481971741,0.4064990201294422,0.0,1000,0,0.3333333333333333,,,2000,1.0,0.99267578125,1000,0,0.057,0.188,center_crop__ratio=0.8,center_crop,"{""ratio"":0.8}"
b2,unseen_generator,Unseen-generator,16,legacy_two_stage,2-stage resize 0.5 + JPEG Q70,0.151,0.69557,0.6778757822916217,0.5569999999999999,0.4482233226299286,0.4578874336183071,0.037,849,37,0.46956525903894325,,,2000,0.963,0.99267578125,963,151,0.042,0.177,resize__interpolation=bicubic_scale=0.5__jpeg__quality=70,combo_resize_jpeg,"{""transforms"":[{""name"":""resize"",""params"":{""interpolation"":""bicubic"",""scale"":0.5}},{""name"":""jpeg"",""params"":{""quality"":70}}]}"
b2,unseen_generator,Unseen-generator,17,legacy_two_stage,2-stage crop 0.8 + JPEG Q50,0.31,0.7348594999999999,0.7362014451027399,0.6185,0.46967774629592896,0.47610596391558646,0.073,690,73,0.5783727897381574,,,2000,0.927,0.99267578125,927,310,0.087,0.231,center_crop__ratio=0.8__jpeg__quality=50,combo_crop_jpeg,"{""transforms"":[{""name"":""center_crop"",""params"":{""ratio"":0.8}},{""name"":""jpeg"",""params"":{""quality"":50}}]}"
b2,unseen_generator,Unseen-generator,18,new_four_stage_a,4-stage A platform repost,0.23,0.7405725,0.7411167644050192,0.59,0.4628343880176544,0.4702493945956231,0.05,770,50,0.5289522058823529,,,2000,0.95,0.99267578125,950,230,0.084,0.23,center_crop__ratio=0.85__resize__interpolation=bicubic_scale=0.5__gaussian_blur__sigma=1.0__jpeg__quality=50,combo_four_stage_platform_repost,"{""transforms"":[{""name"":""center_crop"",""params"":{""ratio"":0.85}},{""name"":""resize"",""params"":{""interpolation"":""bicubic"",""scale"":0.5}},{""name"":""gaussian_blur"",""params"":{""sigma"":1.0}},{""name"":""jpeg"",""params"":{""quality"":50}}]}"
b2,unseen_generator,Unseen-generator,19,new_four_stage_b,4-stage B edit repost,0.066,0.6420870000000001,0.6377779919497957,0.524,0.46393078565597534,0.4686059530377389,0.018,934,18,0.397648297470629,,,2000,0.982,0.99267578125,982,66,0.042,0.124,color_jitter__brightness=1.15_contrast=1.15_saturation=0.85__resize__interpolation=bilinear_scale=0.5__gaussian_noise__sigma=0.05__jpeg__quality=50,combo_four_stage_edit_repost,"{""transforms"":[{""name"":""color_jitter"",""params"":{""brightness"":1.15,""contrast"":1.15,""saturation"":0.85}},{""name"":""resize"",""params"":{""interpolation"":""bilinear"",""scale"":0.5}},{""name"":""gaussian_noise"",""params"":{""seed"":20260829,""sigma"":0.05}},{""name"":""jpeg"",""params"":{""quality"":50}}]}"
