model,split,split_title,condition_index,condition_group,condition_label,aigc_recall,auroc,average_precision,balanced_accuracy,brier,ece_15,false_positive_rate,fn,fp,macro_f1,mean_forensic_gate_fraction,mean_semantic_gate_fraction,n,real_specificity,threshold,tn,tp,tpr_at_fpr_1pct,tpr_at_fpr_5pct,transform,transform_name,transform_params
m3,hard_galip,Hard GALIP,11,legacy_single_stage,Gaussian noise sigma=0.05,0.24,0.406912,0.43340058563645845,0.426,0.4888908863067627,0.4904267489910125,0.388,190,97,0.4054302654639923,0.4791808938384056,0.5208191075325013,500,0.612,0.9990234375,153,60,0.0,0.0,gaussian_noise__sigma=0.05,gaussian_noise,"{""seed"":20260827,""sigma"":0.05}"
m3,hard_galip,Hard GALIP,12,legacy_single_stage,Gaussian noise sigma=0.10,0.256,0.41431199999999996,0.4369900940900915,0.43,0.49288642406463623,0.4937636501789093,0.396,186,99,0.4122038848167107,0.4798095192909241,0.5201904839277267,500,0.604,0.9990234375,151,64,0.0,0.0,gaussian_noise__sigma=0.1,gaussian_noise,"{""seed"":20260827,""sigma"":0.1}"
m3,hard_galip,Hard GALIP,13,legacy_single_stage,Color jitter 0.8/0.8/0.8,0.22,0.429568,0.4487091173856347,0.418,0.486424058675766,0.4883720889091491,0.384,195,96,0.394252265829583,0.47996608090400694,0.5200339171886444,500,0.616,0.9990234375,154,55,0.0,0.028,color_jitter__brightness=0.8_contrast=0.8_saturation=0.8,color_jitter,"{""brightness"":0.8,""contrast"":0.8,""saturation"":0.8}"
m3,hard_galip,Hard GALIP,14,legacy_single_stage,Color jitter 1.2/1.2/1.2,0.28,0.406888,0.4381753623699127,0.432,0.4916638731956482,0.4918417801856994,0.416,180,104,0.41856656184486374,0.4804810165762901,0.5195189864635468,500,0.584,0.9990234375,146,70,0.0,0.0,color_jitter__brightness=1.2_contrast=1.2_saturation=1.2,color_jitter,"{""brightness"":1.2,""contrast"":1.2,""saturation"":1.2}"
m3,hard_galip,Hard GALIP,15,legacy_single_stage,Center crop ratio=0.8,0.176,0.36148800000000003,0.4074279992237007,0.378,0.4885857403278351,0.4891367257833481,0.42,206,105,0.3515402482912773,0.48139374244213107,0.5186062633991242,500,0.58,0.9990234375,145,44,0.0,0.012,center_crop__ratio=0.8,center_crop,"{""ratio"":0.8}"
m3,hard_galip,Hard GALIP,16,legacy_two_stage,2-stage resize 0.5 + JPEG Q70,0.228,0.45751200000000003,0.46262913595654653,0.46599999999999997,0.486432284116745,0.48900002193450925,0.296,193,74,0.43393586302519943,0.4870195595622063,0.512980440735817,500,0.704,0.9990234375,176,57,0.0,0.004,resize__interpolation=bicubic_scale=0.5__jpeg__quality=70,combo_resize_jpeg,"{""transforms"":[{""name"":""resize"",""params"":{""interpolation"":""bicubic"",""scale"":0.5}},{""name"":""jpeg"",""params"":{""quality"":70}}]}"
m3,hard_galip,Hard GALIP,17,legacy_two_stage,2-stage crop 0.8 + JPEG Q50,0.2,0.402192,0.4283026651155949,0.41600000000000004,0.4880741834640503,0.489172856092453,0.368,200,92,0.3874194414607949,0.48268420302867887,0.5173158040046691,500,0.632,0.9990234375,158,50,0.0,0.0,center_crop__ratio=0.8__jpeg__quality=50,combo_crop_jpeg,"{""transforms"":[{""name"":""center_crop"",""params"":{""ratio"":0.8}},{""name"":""jpeg"",""params"":{""quality"":50}}]}"
m3,hard_galip,Hard GALIP,18,new_four_stage_a,4-stage A platform repost,0.208,0.433784,0.4443859061403681,0.43,0.4910183250904083,0.4922382973432541,0.348,198,87,0.4004518699590624,0.4919451024532318,0.5080548978447914,500,0.652,0.9990234375,163,52,0.0,0.008,center_crop__ratio=0.85__resize__interpolation=bicubic_scale=0.5__gaussian_blur__sigma=1.0__jpeg__quality=50,combo_four_stage_platform_repost,"{""transforms"":[{""name"":""center_crop"",""params"":{""ratio"":0.85}},{""name"":""resize"",""params"":{""interpolation"":""bicubic"",""scale"":0.5}},{""name"":""gaussian_blur"",""params"":{""sigma"":1.0}},{""name"":""jpeg"",""params"":{""quality"":50}}]}"
m3,hard_galip,Hard GALIP,19,new_four_stage_b,4-stage B edit repost,0.18,0.41029600000000005,0.4341229743035207,0.42600000000000005,0.4907797873020172,0.491514621257782,0.328,205,82,0.3890263165737788,0.48384482580423355,0.5161551775932312,500,0.672,0.9990234375,168,45,0.0,0.004,color_jitter__brightness=1.15_contrast=1.15_saturation=0.85__resize__interpolation=bilinear_scale=0.5__gaussian_noise__sigma=0.05__jpeg__quality=50,combo_four_stage_edit_repost,"{""transforms"":[{""name"":""color_jitter"",""params"":{""brightness"":1.15,""contrast"":1.15,""saturation"":0.85}},{""name"":""resize"",""params"":{""interpolation"":""bilinear"",""scale"":0.5}},{""name"":""gaussian_noise"",""params"":{""seed"":20260829,""sigma"":0.05}},{""name"":""jpeg"",""params"":{""quality"":50}}]}"
m3,hard_galip,Hard GALIP,20,new_six_stage,6-stage random composition,0.192,0.423456,0.4435539161913924,0.41800000000000004,0.4936927258968353,0.4938281089067459,0.356,202,89,0.3866737483718401,0.48369666838645936,0.516303332388401,500,0.644,0.9990234375,161,48,0.0,0.012,strict_random_six__profile=full_training_range_v1,strict_random_six,"{""profile"":""full_training_range_v1"",""seed"":20260829}"
m3,seen_family,Seen-family,0,clean,Clean,0.501,0.6840474999999999,0.6355481456636584,0.622,0.4786265194416046,0.48498218855261804,0.257,499,257,0.6163834703899798,0.4800541854202747,0.5199458154141903,2000,0.743,0.9990234375,743,501,0.0,0.106,clean,clean,{}
m3,seen_family,Seen-family,1,legacy_single_stage,JPEG Q90,0.505,0.6833535,0.6350761668977553,0.621,0.4785412847995758,0.4849477428793907,0.263,495,263,0.6158306167793834,0.48005063489079475,0.5199493660628796,2000,0.737,0.9990234375,737,505,0.0,0.109,jpeg__quality=90,jpeg,"{""quality"":90}"
m3,seen_family,Seen-family,2,legacy_single_stage,JPEG Q70,0.44,0.668818,0.6169188121727142,0.5965,0.47403645515441895,0.481473378866911,0.247,560,247,0.5863692523201379,0.4808767314404249,0.5191232721507549,2000,0.753,0.9990234375,753,440,0.0,0.058,jpeg__quality=70,jpeg,"{""quality"":70}"
m3,seen_family,Seen-family,3,legacy_single_stage,JPEG Q50,0.427,0.6639879999999999,0.6105629533856245,0.5895,0.47575244307518005,0.4827641797065735,0.248,573,248,0.5783662333493821,0.48159159326553347,0.5184084110856056,2000,0.752,0.9990234375,752,427,0.0,0.061,jpeg__quality=50,jpeg,"{""quality"":50}"
m3,seen_family,Seen-family,4,legacy_single_stage,JPEG Q30,0.468,0.6667015,0.6147347494899089,0.5955,0.4782245457172394,0.48478786545991903,0.277,532,277,0.5888156849789389,0.48265057238936426,0.5173494331538677,2000,0.723,0.9990234375,723,468,0.0,0.076,jpeg__quality=30,jpeg,"{""quality"":30}"
m3,seen_family,Seen-family,5,legacy_single_stage,Gaussian blur sigma=0.5,0.496,0.7017194999999999,0.6537064674111177,0.6275,0.4787508249282837,0.4853557180762291,0.241,504,241,0.62094529121196,0.48107477693259715,0.5189252240359783,2000,0.759,0.9990234375,759,496,0.0,0.098,gaussian_blur__sigma=0.5,gaussian_blur,"{""sigma"":0.5}"
m3,seen_family,Seen-family,6,legacy_single_stage,Gaussian blur sigma=1.0,0.577,0.703163,0.6541033939248442,0.6475,0.48820412158966064,0.49229078537225723,0.282,423,282,0.6457392354349205,0.48896156512200833,0.5110384358763694,2000,0.718,0.9990234375,718,577,0.0,0.094,gaussian_blur__sigma=1.0,gaussian_blur,"{""sigma"":1.0}"
m3,seen_family,Seen-family,7,legacy_single_stage,Gaussian blur sigma=2.0,0.6,0.6487354999999999,0.5952776257002449,0.6065,0.49227455258369446,0.49457057172060015,0.387,400,387,0.6064833739225481,0.4992937567681074,0.5007062459886074,2000,0.613,0.9990234375,613,600,0.0,0.0,gaussian_blur__sigma=2.0,gaussian_blur,"{""sigma"":2.0}"
m3,seen_family,Seen-family,8,legacy_single_stage,Resize 0.5 bicubic,0.497,0.685226,0.637564856690551,0.619,0.4847680926322937,0.489444309592247,0.259,503,259,0.6132435164995798,0.48772438979148863,0.5122756126672029,2000,0.741,0.9990234375,741,497,0.0,0.07,resize__interpolation=bicubic_scale=0.5,resize,"{""interpolation"":""bicubic"",""scale"":0.5}"
m3,seen_family,Seen-family,9,legacy_single_stage,Resize 0.25 bilinear,0.509,0.644138,0.5923604471537343,0.5880000000000001,0.4901329278945923,0.49298949602246295,0.333,491,333,0.5854125597856221,0.5001338819563389,0.4998661210387945,2000,0.667,0.9990234375,667,509,0.0,0.053,resize__interpolation=bilinear_scale=0.25,resize,"{""interpolation"":""bilinear"",""scale"":0.25}"
m3,seen_family,Seen-family,10,legacy_single_stage,Gaussian noise sigma=0.02,0.413,0.6682524999999999,0.6114067593824074,0.588,0.47957843542099,0.48587693047523495,0.237,587,237,0.5749838813668601,0.4788846587985754,0.5211153394281864,2000,0.763,0.9990234375,763,413,0.0,0.051,gaussian_noise__sigma=0.02,gaussian_noise,"{""seed"":20260827,""sigma"":0.02}"
m3,seen_family,Seen-family,11,legacy_single_stage,Gaussian noise sigma=0.05,0.403,0.653691,0.5945050740448948,0.5700000000000001,0.48240378499031067,0.48777367144823064,0.263,597,263,0.5576636824395568,0.479052514180541,0.5209474842548371,2000,0.737,0.9990234375,737,403,0.0,0.039,gaussian_noise__sigma=0.05,gaussian_noise,"{""seed"":20260827,""sigma"":0.05}"
m3,seen_family,Seen-family,12,legacy_single_stage,Gaussian noise sigma=0.10,0.432,0.6414340000000001,0.5828972095773436,0.5735,0.48835861682891846,0.49184522283077237,0.285,568,285,0.5647860372340086,0.4797638621777296,0.520236142039299,2000,0.715,0.9990234375,715,432,0.0,0.03,gaussian_noise__sigma=0.1,gaussian_noise,"{""seed"":20260827,""sigma"":0.1}"
m3,seen_family,Seen-family,13,legacy_single_stage,Color jitter 0.8/0.8/0.8,0.434,0.68051,0.6278827103655747,0.5955,0.48095861077308655,0.48691745758056637,0.243,566,243,0.584667185704337,0.4802970293313265,0.5197029702961445,2000,0.757,0.9990234375,757,434,0.0,0.059,color_jitter__brightness=0.8_contrast=0.8_saturation=0.8,color_jitter,"{""brightness"":0.8,""contrast"":0.8,""saturation"":0.8}"
m3,seen_family,Seen-family,14,legacy_single_stage,Color jitter 1.2/1.2/1.2,0.521,0.6626045,0.615537506852525,0.6065,0.4838048219680786,0.4885925549268723,0.308,479,308,0.6036022332254363,0.48037287859618666,0.5196271251142025,2000,0.692,0.9990234375,692,521,0.0,0.0,color_jitter__brightness=1.2_contrast=1.2_saturation=1.2,color_jitter,"{""brightness"":1.2,""contrast"":1.2,""saturation"":1.2}"
m3,seen_family,Seen-family,15,legacy_single_stage,Center crop ratio=0.8,0.46,0.670769,0.6192277857671162,0.5975,0.480040967464447,0.4862534104883671,0.265,540,265,0.5897435897435898,0.48164443342387675,0.5183555696308613,2000,0.735,0.9990234375,735,460,0.0,0.066,center_crop__ratio=0.8,center_crop,"{""ratio"":0.8}"
m3,seen_family,Seen-family,16,legacy_two_stage,2-stage resize 0.5 + JPEG Q70,0.4,0.6810649999999999,0.6264763505339602,0.595,0.4774808883666992,0.4842024119496346,0.21,600,210,0.5789911380233373,0.4878770878314972,0.5121229130923748,2000,0.79,0.9990234375,790,400,0.0,0.043,resize__interpolation=bicubic_scale=0.5__jpeg__quality=70,combo_resize_jpeg,"{""transforms"":[{""name"":""resize"",""params"":{""interpolation"":""bicubic"",""scale"":0.5}},{""name"":""jpeg"",""params"":{""quality"":70}}]}"
m3,seen_family,Seen-family,17,legacy_two_stage,2-stage crop 0.8 + JPEG Q50,0.415,0.6613550000000001,0.6049552987204712,0.5835,0.47567421197891235,0.4828776694536209,0.248,585,248,0.57132906772306,0.4833286359459162,0.5166713677346706,2000,0.752,0.9990234375,752,415,0.0,0.041,center_crop__ratio=0.8__jpeg__quality=50,combo_crop_jpeg,"{""transforms"":[{""name"":""center_crop"",""params"":{""ratio"":0.8}},{""name"":""jpeg"",""params"":{""quality"":50}}]}"
m3,seen_family,Seen-family,18,new_four_stage_a,4-stage A platform repost,0.381,0.657959,0.6002384688293274,0.5700000000000001,0.4796929657459259,0.48584546127915385,0.241,619,241,0.5540709690867478,0.49277827039361,0.5072217310667038,2000,0.759,0.9990234375,759,381,0.0,0.031,center_crop__ratio=0.85__resize__interpolation=bicubic_scale=0.5__gaussian_blur__sigma=1.0__jpeg__quality=50,combo_four_stage_platform_repost,"{""transforms"":[{""name"":""center_crop"",""params"":{""ratio"":0.85}},{""name"":""resize"",""params"":{""interpolation"":""bicubic"",""scale"":0.5}},{""name"":""gaussian_blur"",""params"":{""sigma"":1.0}},{""name"":""jpeg"",""params"":{""quality"":50}}]}"
m3,seen_family,Seen-family,19,new_four_stage_b,4-stage B edit repost,0.308,0.6326930000000001,0.576754959334489,0.5385,0.4821087419986725,0.4868156934976578,0.231,692,231,0.512604558335505,0.48363301932811736,0.516366985052824,2000,0.769,0.9990234375,769,308,0.0,0.022,color_jitter__brightness=1.15_contrast=1.15_saturation=0.85__resize__interpolation=bilinear_scale=0.5__gaussian_noise__sigma=0.05__jpeg__quality=50,combo_four_stage_edit_repost,"{""transforms"":[{""name"":""color_jitter"",""params"":{""brightness"":1.15,""contrast"":1.15,""saturation"":0.85}},{""name"":""resize"",""params"":{""interpolation"":""bilinear"",""scale"":0.5}},{""name"":""gaussian_noise"",""params"":{""seed"":20260829,""sigma"":0.05}},{""name"":""jpeg"",""params"":{""quality"":50}}]}"
m3,seen_family,Seen-family,20,new_six_stage,6-stage random composition,0.316,0.61832,0.5645964638135959,0.5375,0.483328253030777,0.48768382906913754,0.241,684,241,0.5136379852414104,0.48376665972173216,0.5162333425879478,2000,0.759,0.9990234375,759,316,0.0,0.021,strict_random_six__profile=full_training_range_v1,strict_random_six,"{""profile"":""full_training_range_v1"",""seed"":20260829}"
m3,unseen_generator,Unseen-generator,0,clean,Clean,0.834,0.8630659999999999,0.8205731070740675,0.7929999999999999,0.47949787974357605,0.48872656831145284,0.248,166,248,0.7926514470825458,0.4799291594028473,0.5200708416104317,2000,0.752,0.9990234375,752,834,0.0,0.0,clean,clean,{}
m3,unseen_generator,Unseen-generator,1,legacy_single_stage,JPEG Q90,0.835,0.8636214999999999,0.8217499388357083,0.7935,0.4794744849205017,0.4887138652205467,0.248,165,248,0.7931437418093311,0.47992476740479467,0.5200752332508564,2000,0.752,0.9990234375,752,835,0.0,0.0,jpeg__quality=90,jpeg,"{""quality"":90}"
m3,unseen_generator,Unseen-generator,2,legacy_single_stage,JPEG Q70,0.793,0.8515705,0.8082496655004364,0.777,0.47449520230293274,0.4858134851157666,0.239,207,239,0.7769428973817296,0.480625655695796,0.519374346345663,2000,0.761,0.9990234375,761,793,0.0,0.356,jpeg__quality=70,jpeg,"{""quality"":70}"
m3,unseen_generator,Unseen-generator,3,legacy_single_stage,JPEG Q50,0.777,0.8465010000000001,0.803130611379388,0.771,0.4766542613506317,0.4870002609193326,0.235,223,235,0.7709917557032053,0.4812796135097742,0.5187203906327486,2000,0.765,0.9990234375,765,777,0.0,0.338,jpeg__quality=50,jpeg,"{""quality"":50}"
m3,unseen_generator,Unseen-generator,4,legacy_single_stage,JPEG Q30,0.804,0.844941,0.7965933140391792,0.774,0.4796154797077179,0.4887290151119231,0.256,196,256,0.7737964167750977,0.4823224494755268,0.5176775552779436,2000,0.744,0.9990234375,744,804,0.0,0.0,jpeg__quality=30,jpeg,"{""quality"":30}"
m3,unseen_generator,Unseen-generator,5,legacy_single_stage,Gaussian blur sigma=0.5,0.827,0.8723935,0.8319420149712617,0.8,0.4799651503562927,0.489051538258791,0.227,173,227,0.7998540936342594,0.4810452805310488,0.5189547213017941,2000,0.773,0.9990234375,773,827,0.0,0.41,gaussian_blur__sigma=0.5,gaussian_blur,"{""sigma"":0.5}"
m3,unseen_generator,Unseen-generator,6,legacy_single_stage,Gaussian blur sigma=1.0,0.849,0.8700085,0.8251506097707997,0.7949999999999999,0.48889389634132385,0.4939521422088146,0.259,151,259,0.794400471775698,0.48895225405693055,0.5110477464795112,2000,0.741,0.9990234375,741,849,0.0,0.386,gaussian_blur__sigma=1.0,gaussian_blur,"{""sigma"":1.0}"
m3,unseen_generator,Unseen-generator,7,legacy_single_stage,Gaussian blur sigma=2.0,0.865,0.8237065,0.7695674606374585,0.752,0.4924083352088928,0.4957849031686783,0.361,135,361,0.7487923292522216,0.4991912532150745,0.5008087490946055,2000,0.639,0.9990234375,639,865,0.0,0.0,gaussian_blur__sigma=2.0,gaussian_blur,"{""sigma"":2.0}"
m3,unseen_generator,Unseen-generator,8,legacy_single_stage,Resize 0.5 bicubic,0.814,0.8506075,0.8035139459446037,0.7809999999999999,0.4850861132144928,0.49177636301517486,0.252,186,252,0.7807612490001612,0.4876126829087734,0.5123873181641102,2000,0.748,0.9990234375,748,814,0.0,0.304,resize__interpolation=bicubic_scale=0.5,resize,"{""interpolation"":""bicubic"",""scale"":0.5}"
m3,unseen_generator,Unseen-generator,9,legacy_single_stage,Resize 0.25 bilinear,0.791,0.809555,0.7524917444811903,0.7395,0.4904746115207672,0.4946364832818508,0.312,209,312,0.7388072515328781,0.5000614679604769,0.4999385342597961,2000,0.688,0.9990234375,688,791,0.0,0.226,resize__interpolation=bilinear_scale=0.25,resize,"{""interpolation"":""bilinear"",""scale"":0.25}"
m3,unseen_generator,Unseen-generator,10,legacy_single_stage,Gaussian noise sigma=0.02,0.788,0.8543140000000001,0.8089614950805056,0.7885,0.48038727045059204,0.48910496801137926,0.211,212,211,0.7884999471249867,0.47885788083076475,0.5211421175897122,2000,0.789,0.9990234375,789,788,0.0,0.319,gaussian_noise__sigma=0.02,gaussian_noise,"{""seed"":20260827,""sigma"":0.02}"
m3,unseen_generator,Unseen-generator,11,legacy_single_stage,Gaussian noise sigma=0.05,0.784,0.8420989999999999,0.7917306083790603,0.774,0.4833666682243347,0.4907265594899654,0.236,216,236,0.7739773977397739,0.4790534739047289,0.520946525990963,2000,0.764,0.9990234375,764,784,0.0,0.292,gaussian_noise__sigma=0.05,gaussian_noise,"{""seed"":20260827,""sigma"":0.05}"
m3,unseen_generator,Unseen-generator,12,legacy_single_stage,Gaussian noise sigma=0.10,0.775,0.8185355,0.7656694540683402,0.7565,0.48886361718177795,0.4936355068683624,0.262,225,262,0.756416633592847,0.4797452391833067,0.5202547660171986,2000,0.738,0.9990234375,738,775,0.0,0.242,gaussian_noise__sigma=0.1,gaussian_noise,"{""seed"":20260827,""sigma"":0.1}"
m3,unseen_generator,Unseen-generator,13,legacy_single_stage,Color jitter 0.8/0.8/0.8,0.788,0.8552985,0.8129190215002176,0.782,0.48210829496383667,0.4900432272553443,0.224,212,224,0.7819921517174618,0.48014649663865566,0.5198535013496876,2000,0.776,0.9990234375,776,788,0.0,0.326,color_jitter__brightness=0.8_contrast=0.8_saturation=0.8,color_jitter,"{""brightness"":0.8,""contrast"":0.8,""saturation"":0.8}"
m3,unseen_generator,Unseen-generator,14,legacy_single_stage,Color jitter 1.2/1.2/1.2,0.83,0.8508269999999999,0.8060706297759312,0.7665,0.48476719856262207,0.49160157138109206,0.297,170,297,0.7655546577687882,0.4802094924002886,0.5197905101776124,2000,0.703,0.9990234375,703,830,0.0,0.0,color_jitter__brightness=1.2_contrast=1.2_saturation=1.2,color_jitter,"{""brightness"":1.2,""contrast"":1.2,""saturation"":1.2}"
m3,unseen_generator,Unseen-generator,15,legacy_single_stage,Center crop ratio=0.8,0.82,0.8521059999999998,0.8070176331595996,0.7815,0.48106512427330017,0.4895381014943123,0.257,180,257,0.7811756476036605,0.481409075692296,0.5185909279882908,2000,0.743,0.9990234375,743,820,0.0,0.337,center_crop__ratio=0.8,center_crop,"{""ratio"":0.8}"
m3,unseen_generator,Unseen-generator,16,legacy_two_stage,2-stage resize 0.5 + JPEG Q70,0.755,0.852969,0.8058788217472164,0.7795000000000001,0.4784047603607178,0.48800853869318955,0.196,245,196,0.7793675653811201,0.4876983509808779,0.5123016502708196,2000,0.804,0.9990234375,804,755,0.0,0.236,resize__interpolation=bicubic_scale=0.5__jpeg__quality=70,combo_resize_jpeg,"{""transforms"":[{""name"":""resize"",""params"":{""interpolation"":""bicubic"",""scale"":0.5}},{""name"":""jpeg"",""params"":{""quality"":70}}]}"
m3,unseen_generator,Unseen-generator,17,legacy_two_stage,2-stage crop 0.8 + JPEG Q50,0.777,0.8431655,0.7979130945720531,0.7655000000000001,0.47709062695503235,0.48721267250180245,0.246,223,246,0.7654689832730379,0.48287031619250775,0.5171296892762184,2000,0.754,0.9990234375,754,777,0.0,0.304,center_crop__ratio=0.8__jpeg__quality=50,combo_crop_jpeg,"{""transforms"":[{""name"":""center_crop"",""params"":{""ratio"":0.8}},{""name"":""jpeg"",""params"":{""quality"":50}}]}"
m3,unseen_generator,Unseen-generator,18,new_four_stage_a,4-stage A platform repost,0.751,0.8376885,0.7894937136279094,0.7635000000000001,0.4812798798084259,0.48953050261735914,0.224,249,224,0.7634630411001719,0.4924011515080929,0.5075988487601281,2000,0.776,0.9990234375,776,751,0.0,0.205,center_crop__ratio=0.85__resize__interpolation=bicubic_scale=0.5__gaussian_blur__sigma=1.0__jpeg__quality=50,combo_four_stage_platform_repost,"{""transforms"":[{""name"":""center_crop"",""params"":{""ratio"":0.85}},{""name"":""resize"",""params"":{""interpolation"":""bicubic"",""scale"":0.5}},{""name"":""gaussian_blur"",""params"":{""sigma"":1.0}},{""name"":""jpeg"",""params"":{""quality"":50}}]}"
